F116,F115,F117,F120,F123,F110,F105,F68,F101,F104,F65,F22,F72,F25,F3-NA,F3-String,F3-int,F15-NA,F15-public,F126,F41,F77
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,52,0.622680412371134,0.2870662460567823,5,2,8134,3064,1,0,0,1,0,0,124,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.308584686774942,1.0268817204301075,13,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.2708333333333333,0.5277296360485269,46,2,8134,3064,1,0,0,1,0,0,610,6969
0.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,53,0.4938271604938271,0.4318181818181818,9,2,6393,2336,1,0,0,1,1,0,0,5228
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,235,0.5684535287311994,0.9118869492934332,53,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,2,0.8650519031141869,0.4705882352941176,9,3,8134,3064,1,0,0,1,1,0,0,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.3434343434343434,0.5446685878962536,117,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,0.3333333333333333,0.02608695652173913,0.08480126588811351,0.08480126588811351,-0.9478260869565216,1.0,235,0.9845335911068148,0.484621778886118,64,3,8134,3064,1,0,0,1,0,1,610,3419
-1.0,-1.0,0.03947368421052632,0.08480126588811351,0.08480126588811351,-0.9210526315789472,1.0,235,0.7454739084132055,0.8177966101694916,13,3,8134,3064,1,0,0,1,0,0,610,1462
-1.0,-0.7777777777777778,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,151,0.5752015568529331,0.4714481498401096,43,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.02608695652173913,0.08480126588811351,0.08480126588811351,-0.9478260869565216,0.3333333333333333,52,0.5120967741935484,0.38926174496644295,4,2,1710,388,1,0,0,1,0,0,124,545
0.0,-1.0,0.045454545454545456,0.08480126588811351,0.08480126588811351,-0.9090909090909092,1.0,88,0.3225806451612903,0.2692307692307692,10,3,7791,2804,1,0,0,1,1,0,1,6626
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,0.6666666666666666,56,0.8818770226537217,0.2879156528791565,132,2,7791,2804,1,0,0,1,0,0,3,6626
-1.0,-0.9473684210526316,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.8181818181818182,56,0.07292917166866747,0.5530101225359616,129,2,7791,2804,1,0,0,1,0,0,3,6621
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,0.19117647058823528,6,0.32261410788381745,0.7298387096774194,16,2,7791,2804,1,0,0,1,0,0,0,2844
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.4640371229698376,1.0268817204301075,13,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,0.0,0.03947368421052632,0.08480126588811351,0.08480126588811351,-0.9210526315789472,1.0,53,0.8398967075532602,0.7158808933002482,74,3,8130,3021,1,0,0,1,0,0,3,6969
-1.0,-1.0,0.2280701754385965,0.005381474432391197,0.005381474432391197,-0.5263157894736842,0.1176470588235294,41,0.9252136752136751,0.6991869918699187,15,1,7508,1056,1,1,0,1,0,0,118,2456
-1.0,-1.0,0.020833333333333332,3.2208844613994704e-05,3.2208844613994704e-05,-0.9583333333333334,1.0,3,0.6739130434782609,0.054054054054054064,4,1,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.7228958630527818,0.8209920920201293,36,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,16,0.24776119402985075,1.4715447154471544,10,2,8134,3064,1,0,0,1,0,0,41,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,53,0.8271604938271605,0.4318181818181818,9,2,6393,2336,1,0,0,1,0,0,0,5228
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.5238095238095238,56,0.9439252336448598,0.11353711790393012,20,2,7791,2804,1,0,0,1,0,0,3,6626
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.35036496350364965,0.4693877551020408,7,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,53,0.8148148148148148,0.4318181818181818,9,2,6393,2336,1,0,0,1,0,0,0,5228
0.0,-0.3877551020408163,0.0,0.08480126588811351,0.08480126588811351,-1.0,0.6363636363636364,52,0.10347928339212838,0.4837847262582821,297,2,8134,3064,1,0,0,1,0,116,124,521
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,0.6666666666666666,36,0.9570552147239264,0.3333333333333333,8,2,7482,2621,1,0,0,1,0,0,2,6969
-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,88,0.4956140350877193,1.0,5,2,6765,2419,1,0,0,1,1,0,1,5534
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.7526881720430108,0.6421052631578947,5,2,8134,3064,1,0,0,1,0,0,241,6969
0.0,1.0,0.27586206896551724,0.081104871355322,0.081104871355322,-0.4482758620689655,1.0,56,0.3229166666666667,0.0875,2,3,7791,2804,1,1,0,1,0,0,3,165
-1.0,-1.0,0.25,0.081104871355322,0.081104871355322,-0.5,1.0,4,0.7093023255813954,0.33962264150943394,3,2,3164,1348,1,0,0,1,0,0,0,1999
1.0,-0.3877551020408163,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,52,0.17396416960641906,0.4837847262582821,297,2,8134,3064,1,0,0,1,0,116,124,6969
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,38,0.44696969696969696,0.5398230088495575,21,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.7692307692307693,52,0.5142857142857142,0.05982905982905984,5,2,3164,1348,1,0,0,1,0,0,124,1999
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.10344827586206896,35,0.18724279835390947,0.28152492668621704,9,2,7864,2847,1,0,0,1,0,0,10,4936
-1.0,-1.0,0.0,0.023834639568557327,0.023834639568557327,-1.0,1.0,151,0.974074074074074,0.4320987654320987,6,3,8134,3064,1,1,0,1,0,0,241,6969
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,235,0.6885245901639344,0.7130890052356021,51,2,8134,3064,1,0,0,1,1,0,610,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.5561797752808989,0.4245283018867925,6,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,16,0.2774725274725275,0.4537037037037037,20,2,8134,3064,1,0,0,1,0,0,41,6969
-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,3,0.961612284069098,0.0779510022271715,47,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.2151639344262295,0.2132132132132132,15,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,70,0.7769784172661871,0.5189873417721519,23,2,8134,3064,1,0,0,1,0,0,68,6735
-1.0,-0.3333333333333333,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,151,0.5381818181818182,0.5983606557377049,10,3,8134,3064,1,0,0,1,0,0,241,2796
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.08695652173913042,235,0.3976047904191617,0.7791262135922329,25,2,8134,3064,1,0,0,1,0,0,610,6489
0.0,-1.0,0.27586206896551724,0.081104871355322,0.081104871355322,-0.4482758620689655,1.0,53,0.15272727272727274,0.5,10,3,8134,3064,1,0,0,1,0,0,3,6969
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,235,0.9174701118395681,0.9118869492934332,53,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.02608695652173913,0.08480126588811351,0.08480126588811351,-0.9478260869565216,1.0,56,0.1947743467933492,1.0100502512562817,23,2,7142,2503,1,0,0,1,0,0,3,4085
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,0.2722222222222222,56,0.26335174953959484,0.2,32,3,7791,2804,1,0,0,1,0,0,3,6626
0.0,-1.0,0.04651162790697674,0.08480126588811351,0.08480126588811351,-0.9069767441860463,1.0,235,0.2544642857142857,0.5327868852459017,8,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.02127659574468085,0.023834639568557327,0.023834639568557327,-0.9574468085106383,1.0,235,0.9656862745098042,0.5137614678899083,11,2,8134,3064,1,0,0,1,0,0,610,999
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.2420382165605096,0.3640776699029126,7,2,7392,2578,1,0,0,1,0,0,241,6227
0.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,151,0.7118553960659224,0.5446685878962536,117,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,151,0.4397590361445783,0.6569767441860465,12,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,16,0.7766666666666666,0.7814569536423841,28,2,8134,3064,1,0,0,1,0,0,41,6969
0.0,0.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,0.6666666666666666,56,0.9347826086956522,0.32142857142857145,3,2,1420,210,1,0,0,1,0,0,3,255
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,16,0.5112936344969199,0.3226837060702875,23,2,8134,3064,1,0,0,1,0,27,41,6969
-1.0,-1.0,0.03947368421052632,0.08480126588811351,0.08480126588811351,-0.9210526315789472,1.0,16,0.9933333333333332,0.7814569536423841,28,3,8134,3064,1,0,0,1,0,0,41,3006
-1.0,-0.9473684210526316,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,56,0.9429771908763506,0.5530101225359616,129,2,7791,2804,1,0,0,1,0,0,3,6626
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.9549180327868853,0.4388489208633093,16,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.3721286370597244,1.0666666666666669,22,2,8134,3064,1,0,0,1,0,0,3,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.3160493827160494,0.19661016949152546,11,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.8152173913043478,0.13846153846153847,10,2,8134,3064,1,0,0,1,0,0,3,6969
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.47389969293756395,0.8126272912423625,42,2,8134,3064,1,0,0,1,0,0,3,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.7142857142857143,235,0.25462962962962965,0.6016260162601627,5,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.06349206349206349,0.08480126588811351,0.08480126588811351,-0.873015873015873,1.0,53,0.2307692307692308,0.4784172661870504,10,3,7392,2578,1,0,0,1,0,0,3,6227
-1.0,-1.0,0.0,0.023834639568557327,0.023834639568557327,-1.0,1.0,8,0.8942528735632184,0.608922638822971,166,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.0,3.2208844613994704e-05,3.2208844613994704e-05,-1.0,0.10714285714285714,4,0.5597189695550351,0.2251655629139073,9,3,3164,1348,1,0,0,1,0,0,0,1999
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.1125,56,0.4890965732087227,0.11353711790393012,20,3,7791,2804,1,0,0,1,0,0,3,6626
-1.0,-1.0,0.03947368421052632,0.08480126588811351,0.08480126588811351,-0.9210526315789472,1.0,235,0.3264733395696913,0.4515103338632751,64,3,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-0.9473684210526316,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,56,0.9222689075630252,0.5530101225359616,129,2,7791,2804,1,0,0,1,0,0,3,6626
-1.0,-1.0,0.020833333333333332,3.2208844613994704e-05,3.2208844613994704e-05,-0.9583333333333334,0.6666666666666666,235,0.7794117647058824,0.11204481792717087,27,1,8134,3064,1,0,0,1,0,0,610,6969
0.0,0.0,0.2857142857142857,0.4070964043141743,0.4070964043141743,-0.3333333333333333,0.2727272727272727,56,0.2309322033898305,0.15184815184815184,41,2,12763,203,1,0,0,1,1,2,177,3842
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,39,0.2933049946865037,0.8533333333333334,40,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.2608695652173913,0.018972308598876112,0.018972308598876112,-0.4782608695652174,0.3145161290322581,4,0.8006329113924051,0.35514018691588783,4,2,4197,1798,1,0,0,1,0,0,0,3032
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.2695883134130146,0.9852941176470588,35,2,8134,3064,1,0,0,1,0,0,3,6969
-1.0,0.3333333333333333,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,235,0.3673272112131464,0.484621778886118,64,2,8134,3064,1,0,0,1,0,1,610,6969
-1.0,-1.0,0.07547169811320754,0.08480126588811351,0.08480126588811351,-0.8490566037735849,1.0,235,0.5700197238658777,0.4104234527687297,16,3,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.06537982565379825,0.37549019607843137,28,2,8134,3064,1,0,0,1,0,0,610,3546
-1.0,-1.0,0.02127659574468085,0.023834639568557327,0.023834639568557327,-0.9574468085106383,0.4444444444444444,35,0.7331378299120235,0.40049751243781095,14,2,8134,3064,1,0,0,1,0,0,10,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,151,0.1915983606557377,0.2132132132132132,15,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.7739130434782608,0.3055555555555556,9,2,5173,2064,1,0,0,1,0,0,0,4008
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,235,0.6379794200187091,0.5847457627118644,23,2,8134,3064,1,0,0,1,0,0,610,6969
0.0,-1.0,0.07865168539325842,0.03272016230873249,0.03272016230873249,-0.8426966292134831,1.0,3,0.9213051823416508,0.0779510022271715,47,3,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.0,0.13360732209918794,0.13360732209918794,-1.0,1.0,146,0.3772378516624041,0.9756427604871448,60,3,13254,4548,1,0,0,1,0,46,0,8567
-1.0,0.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,0.4642857142857143,88,0.957796852646638,0.2082139446036294,76,2,7791,2804,1,0,0,1,0,0,1,6626
0.0,-1.0,0.14285714285714285,0.018972308598876112,0.018972308598876112,-0.7142857142857143,1.0,53,0.3464788732394366,0.4672897196261682,11,3,8134,3064,1,0,0,1,0,0,3,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,53,0.5188356164383562,0.8666666666666667,40,2,8134,3064,1,0,0,1,1,1,3,6969
-1.0,-0.9473684210526316,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,56,0.921968787515006,0.5530101225359616,129,2,7791,2804,1,0,0,1,0,0,3,6626
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,151,0.7136038186157518,0.5378151260504201,4,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-0.6363636363636364,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,151,0.2333804809052334,0.17995910020449898,23,2,8134,3064,1,0,0,1,0,2,241,6969
-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,0.6666666666666666,6,0.9902912621359224,0.7058823529411765,13,2,7791,2804,1,0,0,1,1,0,0,6621
-1.0,-1.0,0.07547169811320754,0.08480126588811351,0.08480126588811351,-0.8490566037735849,1.0,235,0.9157303370786516,0.4245283018867925,6,3,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,235,0.27502338634237605,0.5847457627118644,23,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,235,0.9993217273343884,0.5846464646464646,124,2,8134,3064,1,0,0,1,0,18,610,1659
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.9230769230769232,52,0.5285714285714286,0.05982905982905984,5,2,3164,1348,1,0,0,1,0,0,124,1999
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.5106382978723404,235,0.3033226152197213,0.5848670756646217,7,2,8134,3064,1,0,0,1,0,0,610,3859
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,151,0.912121212121212,0.5380710659898477,6,2,8134,3064,1,0,0,1,0,0,241,6969
0.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,235,0.981145757795504,0.7316735822959889,23,2,8134,3064,1,0,0,1,1,1,610,6969
-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,53,0.16666666666666666,0.4784172661870504,10,2,7392,2578,1,0,0,1,0,0,3,6227
-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,235,0.1997193638914873,0.5847457627118644,23,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.16666666666666666,0.08480126588811351,0.08480126588811351,-0.6666666666666666,1.0,235,0.15566625155666253,0.37549019607843137,28,3,8134,3064,1,0,0,1,0,0,610,6969
