F116,F115,F117,F120,F123,F110,F105,F68,F101,F104,F65,F22,F72,F25,F3-NA,F3-String,F3-int,F15-NA,F15-public,F126,F41,F77
0.0,-1.0,0.27586206896551724,0.081104871355322,0.081104871355322,-0.4482758620689655,1.0,53,0.1483050847457627,0.4814814814814815,7,3,8134,3064,1,0,0,1,1,0,3,6969
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,39,0.2933049946865037,0.8533333333333334,40,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.06349206349206349,0.08480126588811351,0.08480126588811351,-0.873015873015873,1.0,235,0.8017751479289941,0.4104234527687297,16,3,8134,3064,1,0,0,1,0,0,610,4742
-1.0,-0.7777777777777778,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,151,0.5752015568529331,0.4714481498401096,43,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.6,56,0.8442367601246106,0.11353711790393012,20,2,7791,2804,1,0,0,1,0,0,3,6626
-1.0,-1.0,0.0,0.0022775294690879104,0.0022775294690879104,-1.0,0.13157894736842105,56,0.6540229885057471,0.47560975609756106,5,2,5586,2137,1,1,0,1,0,0,3,3219
0.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,16,0.5945945945945946,0.3636363636363637,4,2,4132,1788,1,0,0,1,1,0,41,2967
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,0.32142857142857145,88,0.4263261296660118,0.3577981651376147,27,2,7791,2804,1,0,0,1,0,0,1,6626
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,55,0.5902270103886109,1.2178690874343048,187,2,8134,3064,1,0,0,1,0,0,33,6702
0.0,0.0,0.06349206349206349,0.08480126588811351,0.08480126588811351,-0.873015873015873,1.0,22,0.6641791044776121,0.7538461538461538,4,2,1181,24,1,0,0,1,1,114,160,16
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.10344827586206896,35,0.18724279835390947,0.28152492668621704,9,2,7864,2847,1,0,0,1,0,0,10,4936
1.0,1.0,0.5,0.08480126588811351,0.08480126588811351,0.0,1.0,53,0.5700636942675159,0.5195530726256983,26,3,3075,1273,1,0,0,1,0,0,3,1910
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.5238095238095238,56,0.9439252336448598,0.11353711790393012,20,2,7791,2804,1,0,0,1,0,0,3,6626
0.0,1.0,0.27586206896551724,0.081104871355322,0.081104871355322,-0.4482758620689655,1.0,56,0.3229166666666667,0.0875,2,3,7791,2804,1,1,0,1,0,0,3,165
-1.0,-0.9473684210526316,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.8181818181818182,56,0.07292917166866747,0.5530101225359616,129,2,7791,2804,1,0,0,1,0,0,3,6621
-1.0,-1.0,0.2280701754385965,0.005381474432391197,0.005381474432391197,-0.5263157894736842,0.4166666666666667,41,0.4540626659585768,0.4215017064846416,117,1,5492,191,1,0,0,1,0,0,118,7450
-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,70,0.7769784172661871,0.5189873417721519,23,2,8134,3064,1,0,0,1,0,0,68,6735
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,16,0.5082417582417582,0.4537037037037037,20,2,8134,3064,1,0,0,1,0,0,41,6969
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,0.6666666666666666,151,0.7341839447102605,0.5446685878962536,117,3,8134,3064,1,0,0,1,0,0,241,2245
-1.0,-1.0,0.02608695652173913,0.08480126588811351,0.08480126588811351,-0.9478260869565216,0.75,16,0.985,0.7814569536423841,28,3,8134,3064,1,0,0,1,0,0,41,3006
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.5561797752808989,0.4245283018867925,6,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,8,0.8280542986425339,0.3071428571428572,25,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,16,0.4798387096774194,0.640625,15,2,8134,3064,1,0,0,1,0,0,41,2222
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,0.6666666666666666,6,0.8980582524271845,0.7058823529411765,13,2,7791,2804,1,0,0,1,0,0,0,6626
-1.0,-1.0,0.2,0.03272016230873249,0.03272016230873249,-0.6,0.5833333333333334,56,0.3137254901960784,0.32706766917293234,11,2,7791,2804,1,0,0,1,0,0,3,6626
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,16,0.3593429158110883,0.3226837060702875,23,2,8134,3064,1,0,0,1,0,27,41,6969
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,151,0.7136038186157518,0.5378151260504201,4,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.02608695652173913,0.08480126588811351,0.08480126588811351,-0.9478260869565216,1.0,14,0.6415094339622641,0.13580246913580246,4,3,8134,3064,1,0,0,1,0,0,98,5867
-1.0,-1.0,0.0,0.010645521845462358,0.010645521845462358,-1.0,0.8064516129032258,39,0.41989881956155145,0.8666666666666667,22,2,17709,2264,1,1,1,1,0,0,57,6058
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.43731778425655976,0.4174757281553398,16,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.02127659574468085,0.023834639568557327,0.023834639568557327,-0.9574468085106383,1.0,35,0.6715542521994134,0.40049751243781095,14,2,8134,3064,1,0,0,1,1,0,10,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.375,88,0.4899328859060403,0.4691358024691358,17,2,7791,2804,1,0,0,1,1,0,1,6626
0.0,-1.0,0.0,0.14753001392947815,0.14753001392947815,-1.0,1.0,32,0.5466666666666666,0.41216216216216217,11,2,18084,2471,1,0,0,1,0,0,0,9256
-1.0,-1.0,0.25,0.081104871355322,0.081104871355322,-0.5,1.0,4,0.7093023255813954,0.33962264150943394,3,2,3164,1348,1,0,0,1,0,0,0,1999
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,38,0.3043478260869565,0.16333333333333333,11,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,235,0.6695721077654516,0.8427152317880795,49,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,16,0.5069124423963134,1.1058823529411763,9,2,4740,2001,1,0,0,1,0,0,41,3575
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.2695883134130146,0.9852941176470588,35,2,8134,3064,1,0,0,1,0,0,3,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.6666666666666666,16,0.7142857142857143,1.3863636363636365,7,2,2927,1138,1,0,0,1,1,0,41,1762
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,14,0.5204379562043796,0.6642857142857143,72,2,8134,3064,1,0,0,1,0,0,98,6969
-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,3,0.961612284069098,0.0779510022271715,47,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.0,3.2208844613994704e-05,3.2208844613994704e-05,-1.0,0.10714285714285714,4,0.5597189695550351,0.2251655629139073,9,3,3164,1348,1,0,0,1,0,0,0,1999
-1.0,-1.0,0.07547169811320754,0.08480126588811351,0.08480126588811351,-0.8490566037735849,1.0,53,0.9940652818991098,0.9794520547945206,24,3,8134,3064,1,0,0,1,1,0,3,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.13333333333333333,53,0.5304347826086957,0.33783783783783783,5,2,4429,1876,1,0,0,1,0,0,3,3264
-1.0,-0.8461538461538461,0.020833333333333332,0.0463645668132449,0.0463645668132449,-0.9375,1.0,6,0.8797272163670179,0.3982558139534884,81,1,17709,2264,1,0,0,1,0,0,0,9256
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,235,0.2319925163704397,0.4515103338632751,64,3,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,16,0.24776119402985075,1.4715447154471544,10,2,8134,3064,1,0,0,1,0,0,41,6969
-1.0,-1.0,0.07547169811320754,0.08480126588811351,0.08480126588811351,-0.8490566037735849,1.0,235,0.9157303370786516,0.4245283018867925,6,3,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.02608695652173913,0.08480126588811351,0.08480126588811351,-0.9478260869565216,1.0,10,0.4840989399293286,0.4953560371517028,20,3,8134,3064,1,0,0,1,1,41,98,6969
1.0,-0.9473684210526316,0.02127659574468085,0.08480126588811351,0.08480126588811351,-0.9574468085106383,0.28205128205128205,56,0.8472388955582233,0.5530101225359616,129,3,7791,2804,1,0,0,1,0,0,3,6626
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,16,0.3613963039014374,0.3226837060702875,23,2,8134,3064,1,0,0,1,0,27,41,6969
-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,0.7142857142857143,16,0.4516129032258064,1.1058823529411763,9,2,4740,2001,1,0,0,1,0,0,41,3575
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.8333333333333334,53,0.5304347826086957,0.3055555555555556,9,2,5173,2064,1,0,0,1,0,0,0,4008
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.5698924731182796,0.7611940298507462,11,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.020833333333333332,3.2208844613994704e-05,3.2208844613994704e-05,-0.9583333333333334,1.0,3,0.6739130434782609,0.054054054054054064,4,1,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,53,0.8148148148148148,0.4318181818181818,9,2,6393,2336,1,0,0,1,0,0,0,5228
0.0,0.0,0.5833333333333334,0.011861908794940493,0.011861908794940493,0.16666666666666666,1.0,46,0.1721183800623053,0.10698689956331878,21,1,6974,51,1,0,0,1,0,0,130,3665
0.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,53,0.9310344827586208,0.10526315789473684,1,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.34549878345498786,0.4693877551020408,7,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.02608695652173913,0.08480126588811351,0.08480126588811351,-0.9478260869565216,0.75,16,0.9966666666666668,0.7814569536423841,28,3,8134,3064,1,0,0,1,0,0,41,3006
0.0,-1.0,0.07865168539325842,0.03272016230873249,0.03272016230873249,-0.8426966292134831,1.0,3,0.9213051823416508,0.0779510022271715,47,3,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.2708333333333333,0.5277296360485269,46,2,8134,3064,1,0,0,1,0,0,610,6969
0.0,-1.0,0.1,0.023834639568557327,0.023834639568557327,-0.8,1.0,88,0.4393063583815029,1.082191780821918,8,3,5191,2068,1,0,0,1,0,0,1,4026
-1.0,0.3333333333333333,0.02608695652173913,0.08480126588811351,0.08480126588811351,-0.9478260869565216,1.0,235,0.9845335911068148,0.484621778886118,64,3,8134,3064,1,0,0,1,0,1,610,3419
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.3333333333333333,8,0.108301404853129,0.608922638822971,166,2,8134,3064,1,0,0,1,0,0,0,1493
-1.0,-1.0,0.07142857142857142,0.08480126588811351,0.08480126588811351,-0.8571428571428571,1.0,8,0.313893653516295,0.3771929824561404,12,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-0.3333333333333333,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,151,0.6963636363636364,0.5983606557377049,10,2,8134,3064,1,0,0,1,0,0,241,2768
-1.0,-1.0,0.2608695652173913,0.018972308598876112,0.018972308598876112,-0.4782608695652174,0.3145161290322581,4,0.8006329113924051,0.35514018691588783,4,2,4197,1798,1,0,0,1,0,0,0,3032
-1.0,-1.0,0.16666666666666666,0.08480126588811351,0.08480126588811351,-0.6666666666666666,1.0,235,0.15566625155666253,0.37549019607843137,28,3,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,151,0.8771929824561403,0.2631578947368421,6,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,53,0.8271604938271605,0.4318181818181818,9,2,6393,2336,1,0,0,1,0,0,0,5228
-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,88,0.04239256678281069,0.18438003220611915,83,3,7791,2804,1,0,0,1,0,0,1,6626
-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,0.7142857142857143,16,0.4516129032258064,1.1058823529411763,9,2,4740,2001,1,0,0,1,0,0,41,3575
-1.0,-1.0,0.2608695652173913,0.018972308598876112,0.018972308598876112,-0.4782608695652174,1.0,235,0.6765267175572519,1.4861878453038675,22,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.07547169811320754,0.08480126588811351,0.08480126588811351,-0.8490566037735849,1.0,235,0.7756183745583038,0.6568848758465011,22,3,8134,3064,1,0,0,1,0,1,610,6969
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,0.6666666666666666,5,0.9965870307167236,0.35356200527704484,24,2,2556,879,1,0,0,1,0,0,0,1391
1.0,0.5,0.3809523809523809,0.4843410085820645,0.4843410085820645,-0.047619047619047616,1.0,278,0.7210526315789474,0.5550351288056206,28,2,22821,1931,1,0,0,1,0,0,868,8097
-1.0,-0.6363636363636364,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,151,0.2333804809052334,0.17995910020449898,23,2,8134,3064,1,0,0,1,0,2,241,6969
-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,2,0.8650519031141869,0.4705882352941176,9,3,8134,3064,1,0,0,1,1,0,0,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,53,0.19651995905834185,0.8126272912423625,42,2,8134,3064,1,0,0,1,0,0,3,6969
-1.0,-1.0,0.25,0.081104871355322,0.081104871355322,-0.5,1.0,16,0.7766666666666666,0.7814569536423841,28,1,8134,3064,1,0,0,1,0,0,41,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.4615384615384616,151,0.4326018808777429,0.3492822966507177,6,2,8134,3064,1,0,0,1,0,0,241,2218
-1.0,-1.0,0.02608695652173913,0.08480126588811351,0.08480126588811351,-0.9478260869565216,1.0,5,0.7525773195876289,0.2302325581395349,29,3,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.07547169811320754,0.08480126588811351,0.08480126588811351,-0.8490566037735849,1.0,235,0.852112676056338,0.3620689655172414,5,3,7959,2897,1,0,0,1,0,0,610,2300
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,16,0.5112936344969199,0.3226837060702875,23,2,8134,3064,1,0,0,1,0,27,41,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,235,0.9990956364458512,0.5846464646464646,124,2,8134,3064,1,0,0,1,0,18,610,1659
0.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,53,0.07904191616766468,0.4647058823529412,27,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.0,0.081104871355322,0.081104871355322,-1.0,1.0,53,0.16666666666666666,0.4784172661870504,10,2,7392,2578,1,0,0,1,0,0,3,6227
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.58,0.7622950819672131,8,2,8134,3064,1,0,0,1,0,0,3,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.6956300813008129,0.5277296360485269,46,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,39,0.4550898203592814,1.0869565217391304,7,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,38,0.4974747474747474,0.5398230088495575,21,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,14,0.42700729927007297,0.6642857142857143,72,2,8134,3064,1,0,0,1,0,0,98,6969
0.0,0.0,0.2857142857142857,0.4070964043141743,0.4070964043141743,-0.2857142857142857,0.4444444444444444,118,0.2950191570881226,0.21164021164021168,9,2,13591,277,1,0,0,1,0,0,160,2873
0.0,-0.9121951219512195,0.0,0.6788593294460643,0.6788593294460643,-1.0,1.0,402,0.6328311980853161,0.0674574191475065,24,3,11584,832,1,0,0,1,0,0,5121,5763
-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,88,0.4956140350877193,1.0,5,2,6765,2419,1,0,0,1,1,0,1,5534
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,151,0.8278688524590164,0.4388489208633093,16,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.3434343434343434,0.5446685878962536,117,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.0,0.03272016230873249,0.03272016230873249,-1.0,1.0,14,0.3468286099865047,0.4384787472035794,12,1,8134,3064,1,0,0,1,0,0,98,6969
0.0,0.0,0.16666666666666666,0.4070964043141743,0.4070964043141743,-0.4166666666666667,0.36585365853658536,118,0.12342569269521413,0.24214417744916825,15,2,12050,140,1,0,0,1,0,0,160,3123
0.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.32,235,0.4440700808625337,0.43778280542986425,41,2,8134,3064,1,0,0,1,0,91,610,12
-1.0,-1.0,0.02127659574468085,0.08480126588811351,0.08480126588811351,-0.9574468085106383,1.0,235,0.6770491803278689,0.7130890052356021,51,3,8134,3064,1,0,0,1,1,0,610,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,235,0.7228958630527818,0.8209920920201293,36,2,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-0.3877551020408163,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,52,0.6305595905097876,0.4837847262582821,297,2,8134,3064,1,0,0,1,0,116,124,2315
-1.0,-1.0,0.07547169811320754,0.08480126588811351,0.08480126588811351,-0.8490566037735849,1.0,235,0.9401709401709402,0.4057971014492754,3,3,8134,3064,1,0,0,1,0,0,610,6969
-1.0,-1.0,0.16666666666666666,0.0022775294690879104,0.0022775294690879104,-0.6666666666666666,0.04047619047619048,4,0.8791569086651053,0.3595505617977528,10,2,3164,1348,1,0,0,1,0,0,0,1999
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.5102739726027398,0.8666666666666667,40,2,8134,3064,1,0,0,1,0,1,3,6969
-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,53,0.3982035928143712,0.4647058823529412,27,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.6923076923076923,52,0.5071428571428571,0.05982905982905984,5,2,3164,1348,1,0,0,1,0,0,124,1999
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,53,0.636,0.7622950819672131,8,2,8134,3064,1,0,0,1,0,0,3,6969
-1.0,-1.0,0.04385964912280702,0.28036495254003496,0.28036495254003496,-0.912280701754386,0.4,86,0.9833887043189368,0.591715976331361,15,3,7195,3454,1,1,0,1,0,0,0,12267
-1.0,-0.8461538461538461,0.07692307692307693,0.3712370758067992,0.3712370758067992,-0.8076923076923077,0.6666666666666666,6,0.5238685678859268,0.3982558139534884,81,1,17709,2264,1,0,0,1,0,0,0,9256
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,1.0,151,0.1915983606557377,0.2132132132132132,15,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.07142857142857142,0.08480126588811351,0.08480126588811351,-0.8571428571428571,0.42857142857142855,16,0.5245901639344263,1.0789473684210529,9,3,8134,3064,1,0,0,1,0,0,41,1651
-1.0,-1.0,0.03947368421052632,0.08480126588811351,0.08480126588811351,-0.9210526315789472,1.0,235,0.1565040650406504,0.5277296360485269,46,3,8134,3064,1,0,0,1,1,0,610,6969
0.0,-1.0,0.045454545454545456,0.08480126588811351,0.08480126588811351,-0.9090909090909092,1.0,151,0.19,0.5431034482758621,10,3,8134,3064,1,0,0,1,0,2,241,6969
-1.0,-1.0,0.0,0.018972308598876112,0.018972308598876112,-1.0,1.0,88,0.044715447154471545,0.18438003220611915,83,3,7791,2804,1,0,0,1,0,0,1,6626
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.8461538461538461,52,0.5214285714285715,0.05982905982905984,5,2,3164,1348,1,0,0,1,0,0,124,1999
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,151,0.34793187347931875,0.4693877551020408,7,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.09570957095709573,0.08480126588811351,0.08480126588811351,-0.8085808580858086,0.2222222222222222,235,0.8603351955307262,0.7303370786516854,8,2,4429,1876,1,0,0,1,0,0,610,3264
0.0,0.0,0.1746031746031746,0.11778620008148095,0.11778620008148095,-0.32275132275132273,1.0,87,0.8095238095238095,0.9285714285714286,3,3,14286,326,1,0,0,1,1,0,113,3568
-1.0,-1.0,0.05617977528089888,0.30515659998359235,0.30515659998359235,-0.8876404494382022,1.0,41,0.7955390334572491,0.4215017064846416,117,3,5492,191,1,0,1,1,0,0,118,1878
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,14,0.6583629893238434,0.5256410256410257,11,3,8134,3064,1,0,0,1,1,0,98,6969
-1.0,-1.0,0.0,0.08480126588811351,0.08480126588811351,-1.0,1.0,151,0.5034013605442177,0.4195011337868481,12,2,8134,3064,1,0,0,1,0,0,241,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,1.0,53,0.3552833078101072,1.0666666666666669,22,2,8134,3064,1,0,0,1,0,0,3,6969
-1.0,-1.0,0.0,3.2208844613994704e-05,3.2208844613994704e-05,-1.0,0.2222222222222222,4,0.5292740046838408,0.2251655629139073,9,3,3164,1348,1,0,0,1,0,0,0,1999
-1.0,-1.0,0.0,0.023834639568557327,0.023834639568557327,-1.0,1.0,8,0.8942528735632184,0.608922638822971,166,2,8134,3064,1,0,0,1,0,0,0,6969
-1.0,-1.0,0.007874015748031496,4.9971618126111155e-05,4.9971618126111155e-05,-0.9842519685039368,0.7692307692307693,52,0.5142857142857142,0.05982905982905984,5,2,3164,1348,1,0,0,1,0,0,124,1999
-1.0,-1.0,0.01098901098901099,4.9971618126111155e-05,4.9971618126111155e-05,-0.978021978021978,1.0,38,0.44696969696969696,0.5398230088495575,21,2,8134,3064,1,0,0,1,0,0,0,6969
