canonical_id,F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-NA,F16-int,F3-NA,F3-String,F3-int,F7-NA,F12-NA,F17-NA,F2-NA,F2-String,F6-NA,F13-NA,F18-NA,F14-NA,F1-NA,F5-NA,F9-NA,F10-NA,F19-NA,F15-NA,F15-public,F0-NA,F4-NA,F4-boolean,F4-String,F4-int,F8-NA,F11-NA,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F74,F73,F84,F146,pattern_0,pattern_1,pattern_2,pattern_3,pattern_4,pattern_5,pattern_6,pattern_7,pattern_8,pattern_9,pattern_10,pattern_11,pattern_12,pattern_13,pattern_14,pattern_15,pattern_16,pattern_17,pattern_18,pattern_19,category
derby-B-134,8134,org/apache/derby/catalog/types,org/apache/derby/catalog/types/TypeDescriptorImpl.java,3064,True,16,28,1282,1,0,188,9,16,0.7766666666666666,302,236,0.7814569536423841,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,39,7,BAD_PRACTICE,0.0011269722013523664,BC_EQUALS_METHOD_SHOULD_WORK_FOR_ALL_OBJECTS,16,2,3,0.013471502590673576,0.002417962003454232,0.0010362694300518132,-1.0,0.0,0.0,0.0612691466083151,0.081104871355322,-1.0,0.0,0.01002865329512894,0.081104871355322,-1.0,-1.0,33,6969,3064,8134,41,0.0,0,5,36,46,0.04410753575357537,0,0,0,0,0,0,0,0.0,0,27,0,5,0,0,32,22,0.0198019801980198,1474,2637,8135,22,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-1282,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/ExecSPSNode.java,3064,True,3,14,56152,1,0,4497,1,235,0.652317880794702,127,134,1.0551181102362204,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,3,STYLE,0.03831705484598046,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.11122625215889463,0.0010362694300518132,0.0003454231433506045,-1.0,0.07547169811320754,0.0017891210486440105,0.06260032102728733,0.08480126588811351,-0.8490566037735849,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-0.5,11,6969,3064,8134,610,0.0,189,443,167,1242,0.021409778878493668,0,0,0,0,0,0,0,0.0,0,475,0,315,142,0,932,160,0.014748290613587938,238,1401,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-1718,8134,org/apache/derby/impl/sql/execute/rts,org/apache/derby/impl/sql/execute/rts/RunTimeStatisticsImpl.java,3064,True,17,21,2007,1,0,344,1,38,0.2601010101010101,226,122,0.5398230088495575,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,28,9,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,5,0.009671848013816924,0.003108808290155441,0.0017271157167530224,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,8,6969,3064,8134,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,604,1767,8135,142,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-1957,7482,org/apache/derby/impl/store/raw/data,org/apache/derby/impl/store/raw/data/RawField.java,2621,True,3,2,12073,1,0,1268,1,88,0.9428571428571428,23,2,0.08695652173913042,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,162,2,MALICIOUS_CODE,0.034560480841472584,EI_EXPOSE_REP,18,2,1,0.05595854922279793,0.000690846286701209,0.0003454231433506045,-1.0,0.01098901098901099,0.001207583625166043,0.007434944237918215,4.9971618126111155e-05,-0.978021978021978,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8117647058823529,-1.0,5,6969,3064,8134,93,0.0,30,104,-11,227,0.012497198965446085,0,0,0,0,0,0,0,0.0,0,64,0,41,12,0,117,23,0.0062835660580021465,5273,6436,8135,10,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-1456,4429,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/SetRoleNode.java,1876,True,9,8,56152,1,8,4497,3,235,0.8603351955307262,89,65,0.7303370786516854,0.2222222222222222,4,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,1,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,17,2,1,0.11122625215889463,0.0003454231433506045,0.0003454231433506045,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,0,3264,1876,4429,610,0.0,189,443,167,1242,0.021409778878493668,0,0,0,0,0,0,0,0.0,0,475,0,315,142,0,932,160,0.014748290613587938,3266,4429,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-1515,8134,org/apache/derby/impl/sql/conn,org/apache/derby/impl/sql/conn/GenericLanguageConnectionFactory.java,3064,True,29,25,1771,1,0,260,9,8,0.8280542986425339,280,86,0.3071428571428572,1.0,30,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,7,2,STYLE,0.0202854996243426,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,2,0.002417962003454232,0.000690846286701209,0.000690846286701209,-1.0,0.0,0.0,0.06260032102728733,0.08480126588811351,-1.0,0.0,0.027936962750716332,0.08480126588811351,-1.0,-1.0,19,6969,3064,8134,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1586,2749,8135,267,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-1606,8134,org/apache/derby/impl/sql/execute,org/apache/derby/impl/sql/execute/IndexSetChanger.java,3064,True,5,11,17203,1,0,1541,2,151,0.3975308641975309,295,58,0.19661016949152546,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,207,10,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,1,0.07150259067357513,0.0034542314335060447,0.0003454231433506045,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-0.8981481481481481,-1.0,7,6969,3064,8134,241,0.0,81,358,-117,680,0.007261679860080886,0,0,0,0,0,0,0,0.0,0,136,0,227,0,0,363,-91,0.0028299252821855398,3495,4658,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-1507,2965,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/WindowResultSetNode.java,1165,True,49,7,56152,1,8,4497,7,235,0.3824175824175824,267,104,0.3895131086142322,0.30612244897959184,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,3,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,17,2,1,0.11122625215889463,0.0010362694300518132,0.0003454231433506045,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,2,1800,1165,2965,610,0.0053475935828877,189,443,167,1242,0.021409778878493668,1,1,0,2,1,0,1,0.0053475935828877,2,475,0,315,142,0,932,160,0.014748290613587938,5,1168,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-2265,8134,org/apache/derby/impl/tools/ij,org/apache/derby/impl/tools/ij/ijStatementResult.java,3064,True,0,10,10072,1,0,797,1,53,0.7068965517241379,36,8,0.2222222222222222,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,236,1,BAD_PRACTICE,0.012772351615326822,NM_CLASS_NAMING_CONVENTION,19,3,0,0.08151986183074265,0.0003454231433506045,0.0,0.0,0.0,0.0,0.0612691466083151,0.081104871355322,-1.0,0.0,0.01002865329512894,0.081104871355322,-1.0,-1.0,6,6969,3064,8134,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4380,5543,8135,153,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-1728,3164,org/apache/derby/impl/sql/execute/xplain,org/apache/derby/impl/sql/execute/xplain/XPLAINUtil.java,1348,True,14,9,448,1,16,27,4,4,0.3934426229508197,302,68,0.2251655629139073,0.6428571428571429,6,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,9,4,PERFORMANCE,0.017280240420736292,SBSC_USE_STRINGBUFFER_CONCATENATION,18,2,1,0.003108808290155441,0.001381692573402418,0.0003454231433506045,-1.0,0.02127659574468085,0.0013882601478798849,0.12349397590361445,0.023834639568557327,-0.9574468085106383,0.0,0.014684813753581662,0.023834639568557327,-1.0,-1.0,1,1999,1348,3164,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1380,2543,8135,604,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
tomcat-B-928,16037,org/apache/tomcat/jdbc/pool/interceptor,org/apache/tomcat/jdbc/pool/interceptor/SlowQueryReportJmx.java,1481,True,11,21,327,1,10,94,4,16,0.3448275862068966,229,41,0.17903930131004367,0.2272727272727273,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,27,5,MT_CORRECTNESS,0.00423728813559322,LI_LAZY_INIT_STATIC,14,2,1,0.017121116043119847,0.003170577045022195,0.0006341154090044388,-1.0,0.25,0.013392857142857142,0.1440677966101695,0.2452880654440269,-0.5,0.0,0.011830201809324979,0.2452880654440269,-1.0,-1.0,18,7209,1481,16037,33,0.03333333333333333,0,12,21,45,0.033093348134607584,0,0,0,0,1,0,1,0.0,2,0,0,0,0,0,0,0,0.0,330,9156,18084,266,9092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-117,8134,org/apache/derby/catalog/types,org/apache/derby/catalog/types/ReferencedColumnsDescriptorImpl.java,3064,True,3,10,1282,1,0,188,1,16,0.24776119402985075,123,181,1.4715447154471544,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,39,5,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,3,0.013471502590673576,0.0017271157167530224,0.0010362694300518132,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,6,6969,3064,8134,41,0.0,0,5,36,46,0.04410753575357537,0,0,0,0,0,0,0,0.0,0,27,0,5,0,0,32,22,0.0198019801980198,1464,2627,8135,22,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-607,8134,org/apache/derby/iapi/store/access/xa,org/apache/derby/iapi/store/access/xa/XAXactId.java,3064,True,13,9,91,1,0,14,6,2,0.8650519031141869,153,72,0.4705882352941176,1.0,17,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,3,3,BAD_PRACTICE,0.0018782870022539448,HE_EQUALS_NO_HASHCODE,19,3,1,0.0010362694300518132,0.0010362694300518132,0.0003454231433506045,-1.0,0.0,0.0,0.0612691466083151,0.081104871355322,-1.0,0.0,0.01002865329512894,0.081104871355322,-1.0,-1.0,6,6969,3064,8134,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,4071,5234,8135,4071,5234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-1218,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/BinaryComparisonOperatorNode.java,3064,True,14,13,56152,1,0,4497,4,235,0.4663573085846868,186,191,1.0268817204301075,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,4,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,17,2,2,0.11122625215889463,0.001381692573402418,0.000690846286701209,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,13,6969,3064,8134,610,0.0,189,443,167,1242,0.021409778878493668,0,0,0,0,0,0,0,0.0,0,475,0,315,142,0,932,160,0.014748290613587938,1740,2903,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-1250,3012,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/CreateSequenceNode.java,1217,True,40,5,56152,1,12,4497,14,235,0.7368421052631579,171,43,0.25146198830409355,0.6,75,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,3,STYLE,0.0015026296018031554,UC_USELESS_CONDITION_TYPE,19,3,3,0.11122625215889463,0.0010362694300518132,0.0010362694300518132,-1.0,0.0,0.0,0.06260032102728733,0.08480126588811351,-1.0,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,3,1650,1064,2815,610,0.0,189,443,167,1242,0.021409778878493668,0,0,0,0,0,0,0,0.0,0,475,0,315,142,0,932,160,0.014748290613587938,380,1543,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
derby-B-1703,8134,org/apache/derby/impl/sql/execute/rts,org/apache/derby/impl/sql/execute/rts/RealHashTableStatistics.java,3064,True,15,10,2007,1,0,344,4,38,0.2997032640949555,244,53,0.21721311475409835,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,28,4,MALICIOUS_CODE,0.04770848985725019,EI_EXPOSE_REP2,18,2,2,0.009671848013816924,0.001381692573402418,0.000690846286701209,-1.0,0.007874015748031496,0.000868001736003472,0.007434944237918215,4.9971618126111155e-05,-0.9842519685039368,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,8,6969,3064,8134,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,604,1767,8135,142,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-107,8134,org/apache/derby/catalog/types,org/apache/derby/catalog/types/DefaultInfoImpl.java,3064,True,3,15,1282,1,0,188,1,16,0.4798387096774194,128,82,0.640625,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,39,1,MALICIOUS_CODE,0.034560480841472584,EI_EXPOSE_REP,18,2,1,0.013471502590673576,0.0003454231433506045,0.0003454231433506045,-1.0,0.01098901098901099,0.001207583625166043,0.007434944237918215,4.9971618126111155e-05,-0.978021978021978,0.0,0.0007163323782234957,4.9971618126111155e-05,-1.0,-1.0,3,2222,1516,3387,41,0.0,0,5,36,46,0.04410753575357537,0,0,0,0,0,0,0,0.0,0,27,0,5,0,0,32,22,0.0198019801980198,2187,3350,8135,22,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
derby-B-1268,8134,org/apache/derby/impl/sql/compile,org/apache/derby/impl/sql/compile/DMLModStatementNode.java,3064,True,22,46,56152,1,0,4497,5,235,0.2708333333333333,1154,609,0.5277296360485269,1.0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,322,4,STYLE,0.10067618332081142,DLS_DEAD_LOCAL_STORE,17,2,1,0.11122625215889463,0.001381692573402418,0.0003454231433506045,-1.0,0.09570957095709573,0.002219211512418061,0.06260032102728733,0.08480126588811351,-0.8085808580858086,0.0,0.027936962750716332,0.08480126588811351,-0.9239130434782608,-1.0,35,6969,3064,8134,610,0.03100775193798449,189,443,167,1242,0.021409778878493668,0,0,0,0,2,0,2,0.0,4,475,0,315,142,0,932,160,0.014748290613587938,70,1233,8135,5,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
